01,19,02,07,01,1.0
01,19,02,06,02,0.046727
01,19,02,08,01,0.945851
01,19,02,08,02,0.054149
01,19,02,03,02,0.212274
01,19,02,14,01,0.674992
01,20,02,11,01,0.818991
01,20,02,12,02,0.209097
01,20,02,15,01,0.638589
01,20,02,16,02,0.391231
01,20,02,19,02,0.488445
02,01,01,04,01,0.320655
02,01,01,11,02,0.635263
02,01,01,02,01,0.500773
02,02,01,08,02,0.887525
02,02,01,08,01,0.112475
02,02,01,05,02,0.706181
02,02,01,02,01,0.562733
02,02,01,13,01,0.506636
02,02,01,14,01,0.583979
02,02,01,18,02,0.279073
02,02,01,19,02,0.264764
02,02,01,20,01,0.754229
02,03,01,08,02,0.855176
02,03,01,05,02,0.642674
02,03,01,04,01,0.447279
02,03,01,11,02,0.503943
02,03,01,11,01,0.496057
02,03,01,15,01,0.690441
02,04,01,08,01,0.203553
02,04,01,13,02,0.32563
02,04,01,19,01,0.848492
02,05,01,08,01,0.323056
02,05,01,03,02,0.22354
02,05,01,11,01,0.735021
02,05,01,02,02,0.17105
02,05,01,02,01,0.82895
02,05,01,16,02,0.119557
02,05,01,16,01,0.880443
02,05,01,18,02,0.093214
02,06,01,13,02,0.117039
02,06,01,13,01,0.882961
02,06,01,16,02,0.065075
02,06,01,18,01,0.949946
02,06,01,19,02,0.046727
02,06,01,20,01,0.957529
02,07,01,06,02,0.0
02,07,01,05,01,1.0
02,07,01,11,02,0.0
02,07,01,20,02,0.0
02,08,01,08,02,0.556436
02,08,01,03,01,0.852985
02,08,01,14,01,0.898268
02,08,01,16,02,0.075182
02,08,01,18,01,0.942027
02,09,01,04,02,0.32938
02,09,01,18,02,0.103248
02,09,01,18,01,0.896752
02,10,01,05,02,0.531893
02,10,01,05,01,0.468107
02,10,01,03,02,0.338861
02,10,01,02,02,0.268662
02,10,01,13,01,0.684754
02,10,01,15,01,0.779271
02,10,01,16,02,0.194685
02,11,01,05,01,0.380205
02,11,01,04,01,0.47169
02,11,01,10,01,0.440978
02,11,01,11,02,0.479378
02,11,01,02,02,0.345135
02,11,01,12,01,0.571907
02,11,01,13,02,0.397768
02,11,01,20,02,0.181009
02,12,01,12,02,0.472406
02,12,01,15,02,0.327097
02,12,01,15,01,0.672903
02,13,01,10,02,0.665423
02,13,01,16,01,0.647612
02,13,01,18,02,0.291743
02,13,01,20,01,0.74253
02,14,01,07,02,1.0
02,14,01,08,01,0.086574
02,14,01,05,01,0.237324
02,14,01,09,02,0.835241
02,14,01,10,01,0.285789
02,14,01,11,02,0.644785
02,14,01,02,01,0.490441
02,14,01,16,01,0.593919
02,15,01,06,02,0.879811
02,15,01,05,02,0.806739
02,15,01,04,01,0.258527
02,15,01,03,02,0.653132
02,15,01,13,02,0.628433
02,15,01,15,02,0.509945
02,15,01,20,02,0.361411
02,16,01,09,01,0.11796
02,16,01,04,02,0.765081
02,16,01,13,01,0.342402
02,16,01,15,01,0.458374
02,17,01,06,02,0.908954
02,17,01,12,01,0.276694
02,17,01,14,01,0.372104
02,17,01,16,01,0.452237
02,18,01,04,01,0.193308
02,18,01,10,02,0.825273
02,18,01,10,01,0.174727
02,18,01,02,01,0.337422
02,18,01,20,01,0.548405
02,19,01,08,02,0.958543
02,19,01,04,02,0.82873
02,19,01,10,02,0.845599
02,19,01,11,01,0.200887
